Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
4,6.7,No,9,3,49.0
7,8.9,No,6,7,79.0
5,9.8,No,6,1,82.0
8,6.7,Yes,4,3,62.0
4,6.1,Yes,6,7,46.0
6,9.5,No,6,7,86.0
4,9.8,Yes,8,4,80.0
2,4.4,Yes,4,2,17.0
1,9.3,No,7,3,69.0
1,8.3,No,7,2,58.0
8,8.1,Yes,6,1,74.0
4,4.7,No,9,3,32.0
5,7.7,Yes,5,8,64.0
8,6.7,Yes,4,5,57.0
7,9.6,No,5,3,82.0
8,8.6,No,4,0,78.0
8,5.1,Yes,4,6,40.0
6,9.6,Yes,8,1,88.0
2,6.4,No,6,5,42.0
6,7.7,Yes,8,9,67.0
1,8.3,Yes,9,0,56.0
1,5.4,Yes,5,6,26.0
3,8.3,Yes,5,3,56.0
3,8.0,Yes,7,2,63.0
5,9.0,No,9,9,78.0
1,9.2,Yes,9,6,68.0
6,7.3,Yes,8,2,66.0
7,9.9,No,8,7,90.0
3,8.4,No,9,3,65.0
4,5.2,No,8,2,33.0
3,4.7,Yes,7,6,32.0
1,9.8,Yes,8,6,74.0
8,5.2,No,8,8,48.0
2,7.5,No,9,9,57.0
1,4.5,No,9,6,22.0
8,7.7,No,8,5,69.0
7,7.1,No,8,2,62.0
7,6.0,Yes,9,3,52.0
4,8.3,No,5,7,66.0
9,8.3,Yes,6,5,81.0
6,8.8,Yes,5,8,75.0
2,9.8,No,8,7,80.0
1,4.6,No,4,7,20.0
1,6.5,No,4,9,40.0
9,5.4,No,7,9,55.0
4,9.5,No,5,6,78.0
5,8.8,Yes,9,9,76.0
3,8.1,No,7,0,60.0
4,6.2,No,7,4,44.0
8,9.1,Yes,4,6,85.0
4,7.7,No,5,9,56.0
9,8.0,No,6,8,76.0
9,5.4,No,9,3,49.0
6,8.7,Yes,5,7,72.0
2,9.2,No,7,0,69.0
7,7.9,No,8,3,72.0
9,5.5,No,7,3,50.0
6,7.1,No,5,1,57.0
3,7.6,Yes,4,2,56.0
7,5.7,No,5,2,46.0
5,5.9,Yes,6,8,45.0
1,8.5,No,9,6,60.0
3,4.1,No,9,1,22.0
5,9.4,No,8,8,81.0
7,6.2,Yes,8,7,54.0
3,6.9,No,7,5,48.0
6,4.2,No,5,5,28.0
5,8.5,Yes,9,1,73.0
1,7.8,No,4,2,52.0
6,8.6,No,6,5,74.0
8,8.8,No,7,2,84.0
1,4.0,No,5,6,13.0
2,8.0,Yes,4,4,57.0
4,6.1,Yes,5,3,42.0
2,6.8,Yes,4,7,47.0
9,5.3,No,5,1,48.0
8,8.7,No,5,2,81.0
8,6.7,No,9,9,63.0
4,6.0,No,7,3,43.0
5,8.4,Yes,5,9,71.0
4,7.1,No,5,5,49.0
9,4.5,Yes,7,4,43.0
2,9.3,No,7,4,69.0
8,4.0,No,8,6,34.0
2,6.0,Yes,8,7,37.0
1,9.6,No,9,5,74.0
3,4.3,Yes,7,2,21.0
9,4.2,Yes,6,3,38.0
3,8.8,No,9,0,67.0
9,6.9,Yes,4,4,64.0
7,7.0,Yes,7,9,61.0
1,7.3,No,8,7,46.0
5,5.8,Yes,5,2,41.0
9,5.9,Yes,7,9,58.0
3,6.2,No,7,3,40.0
9,9.3,Yes,8,3,92.0
5,9.8,No,8,5,86.0
9,7.9,Yes,6,8,77.0
6,6.4,No,9,9,52.0
9,5.4,No,8,2,47.0
7,7.7,No,8,3,70.0
7,6.2,No,8,5,57.0
8,9.1,No,9,5,90.0
7,4.1,Yes,5,6,32.0
9,9.6,No,7,0,93.0
9,9.6,No,7,8,94.0
6,5.4,Yes,8,1,42.0
7,9.1,No,9,3,82.0
2,8.3,Yes,6,2,58.0
9,7.4,Yes,8,2,68.0
1,4.9,No,9,4,25.0
1,5.3,Yes,9,6,30.0
3,6.6,Yes,6,6,46.0
6,9.3,Yes,9,6,86.0
5,5.3,No,7,2,42.0
2,7.4,Yes,6,8,49.0
9,7.2,No,6,5,70.0
4,9.1,No,4,9,74.0
4,4.0,Yes,6,7,26.0
5,7.3,No,6,0,56.0
8,5.8,Yes,5,3,54.0
4,6.3,Yes,7,6,48.0
5,8.1,No,8,8,70.0
4,4.3,No,4,2,22.0
6,7.5,No,6,5,62.0
3,5.2,Yes,5,7,33.0
8,9.7,Yes,5,2,93.0
6,7.1,Yes,9,5,62.0
5,4.8,No,8,8,31.0
2,7.8,Yes,8,8,60.0
7,5.5,Yes,7,5,50.0
2,8.9,Yes,9,4,67.0
1,4.2,Yes,6,0,17.0
7,9.1,No,5,2,82.0
5,5.9,Yes,4,2,41.0
1,4.9,No,7,3,24.0
4,9.5,Yes,6,4,78.0
4,9.7,Yes,9,7,80.0
7,9.7,Yes,8,8,93.0
9,6.1,No,9,6,64.0
2,8.7,No,6,9,60.0
1,4.2,No,9,5,18.0
2,5.0,Yes,8,2,28.0
7,6.4,Yes,6,8,54.0
6,8.1,No,4,9,71.0
4,8.7,Yes,7,0,68.0
1,4.7,Yes,9,8,23.0
1,4.8,No,8,2,20.0
5,5.4,Yes,4,8,37.0
1,7.1,Yes,5,9,47.0
7,9.2,Yes,4,0,81.0
1,4.2,No,4,7,18.0
1,4.3,Yes,4,5,16.0
2,6.9,No,8,8,49.0
3,5.2,Yes,5,3,33.0
1,8.3,No,7,4,60.0
9,6.0,No,4,5,55.0
8,8.0,No,8,8,75.0
5,9.6,No,8,5,81.0
2,8.5,Yes,7,8,64.0
5,5.8,No,6,1,41.0
6,7.8,Yes,5,3,68.0
1,8.7,Yes,5,2,59.0
4,6.1,No,9,3,44.0
9,5.9,Yes,4,0,55.0
2,7.6,Yes,6,1,54.0
5,7.0,Yes,5,3,53.0
1,4.9,Yes,9,9,24.0
4,5.7,No,4,3,37.0
4,8.2,Yes,6,4,65.0
6,7.8,Yes,8,8,69.0
9,8.5,Yes,4,0,82.0
3,5.9,Yes,6,7,39.0
9,5.7,Yes,7,2,54.0
6,5.0,No,5,8,36.0
7,6.1,Yes,4,7,55.0
2,9.8,No,9,7,78.0
6,8.3,Yes,8,8,73.0
6,5.7,No,9,3,49.0
2,9.7,Yes,4,4,74.0
2,7.3,Yes,5,6,51.0
2,6.2,No,5,1,37.0
1,4.0,No,6,6,16.0
5,9.4,No,9,2,84.0
8,4.9,Yes,9,5,47.0
2,9.2,No,8,5,70.0
5,4.0,No,6,5,28.0
8,7.7,No,8,9,72.0
5,7.8,Yes,4,1,60.0
2,8.8,Yes,4,8,67.0
3,4.8,Yes,9,7,33.0
6,7.0,No,6,6,58.0
5,4.6,Yes,7,8,36.0
4,5.6,Yes,5,3,35.0
4,7.4,Yes,6,1,56.0
5,8.7,Yes,6,3,71.0
2,7.6,No,4,9,51.0
9,9.1,Yes,5,2,88.0
2,5.7,No,6,1,36.0
2,7.2,No,4,1,50.0
9,4.3,No,4,7,42.0
3,6.2,No,9,4,44.0
7,5.0,No,9,5,42.0
4,9.1,No,6,7,75.0
6,4.8,Yes,6,6,34.0
4,6.9,No,4,6,54.0
7,4.7,Yes,9,6,36.0
1,7.9,No,6,6,53.0
3,4.4,Yes,5,7,24.0
3,5.1,No,4,0,30.0
1,4.0,Yes,4,2,13.0
6,5.4,Yes,6,0,43.0
9,6.4,No,6,7,56.0
8,5.7,No,6,1,50.0
7,7.7,No,5,6,67.0
8,8.1,No,4,5,74.0
6,8.5,Yes,7,0,73.0
9,9.2,Yes,5,5,90.0
3,6.5,No,5,8,42.0
9,7.9,No,9,2,77.0
4,9.8,Yes,4,6,84.0
7,4.2,No,7,3,37.0
9,9.3,Yes,4,0,91.0
2,6.1,No,5,6,34.0
2,6.5,No,6,0,40.0
9,5.8,Yes,4,3,53.0
3,8.3,Yes,4,8,63.0
9,8.3,No,6,4,82.0
5,8.6,Yes,7,6,73.0
6,9.9,No,7,6,86.0
2,7.8,Yes,4,2,56.0
8,9.8,No,6,7,94.0
9,7.5,No,9,0,74.0
2,6.0,No,4,3,37.0
6,8.0,Yes,6,9,69.0
6,9.3,Yes,5,3,79.0
8,8.7,Yes,9,1,83.0
5,6.5,Yes,6,5,50.0
9,5.2,No,4,0,47.0
1,7.5,Yes,8,2,53.0
9,6.3,Yes,7,8,62.0
7,8.0,Yes,4,9,75.0
4,6.5,No,6,5,48.0
3,6.0,Yes,9,1,40.0
6,5.7,Yes,9,8,45.0
1,5.4,No,6,1,27.0
3,5.4,No,7,6,32.0
2,4.5,No,4,0,20.0
9,8.2,No,9,4,80.0
3,7.0,No,9,6,51.0
2,6.7,No,8,2,44.0
4,4.7,No,5,3,29.0
2,6.8,Yes,8,4,46.0
1,6.0,No,5,2,37.0
6,5.6,No,9,5,44.0
8,9.5,No,5,2,90.0
2,9.6,No,4,7,75.0
9,8.8,No,9,6,84.0
3,6.3,Yes,9,0,44.0
8,9.7,Yes,5,1,91.0
8,9.9,Yes,6,3,94.0
3,8.9,Yes,5,4,69.0
3,7.5,Yes,5,9,57.0
6,7.0,Yes,7,3,55.0
1,8.6,Yes,7,3,61.0
4,7.3,No,4,8,54.0
1,4.1,No,4,3,12.0
3,8.1,No,6,3,62.0
9,4.2,No,7,3,40.0
5,6.9,No,8,1,57.0
5,4.7,No,4,7,33.0
4,9.1,Yes,4,3,71.0
3,4.6,No,7,4,26.0
5,5.1,No,7,7,39.0
4,9.7,No,6,3,74.0
8,5.8,Yes,7,4,56.0
4,6.5,Yes,5,4,45.0
8,6.7,Yes,9,5,61.0
6,5.4,No,8,6,45.0
5,5.3,No,9,2,43.0
4,8.7,No,5,9,68.0
4,9.8,Yes,5,2,79.0
4,5.3,Yes,9,8,40.0
9,4.2,No,5,0,37.0
4,8.9,Yes,4,9,72.0
9,6.8,No,9,7,67.0
6,9.9,Yes,5,9,93.0
7,9.3,Yes,4,2,85.0
3,4.5,Yes,7,4,26.0
8,8.8,No,8,2,84.0
3,6.2,Yes,8,9,45.0
1,6.7,No,5,0,41.0
5,5.3,No,8,9,39.0
2,5.3,No,4,4,28.0
6,5.9,Yes,7,7,48.0
9,5.2,Yes,5,4,46.0
1,6.6,Yes,6,3,38.0
4,9.9,No,9,8,87.0
1,7.4,Yes,8,0,50.0
1,8.4,Yes,8,4,63.0
8,9.5,No,5,0,89.0
2,4.1,No,9,5,19.0
1,8.0,No,9,9,56.0
8,8.4,Yes,8,8,82.0
4,7.9,Yes,8,1,60.0
3,8.7,No,6,3,67.0
4,6.3,Yes,9,7,50.0
5,6.8,No,4,2,52.0
1,4.2,Yes,5,6,17.0
1,8.4,No,5,6,61.0
3,4.3,Yes,6,1,22.0
6,8.9,No,6,9,79.0
1,4.1,No,4,3,15.0
2,5.9,No,7,0,34.0
7,9.3,Yes,5,7,83.0
1,9.2,Yes,9,9,71.0
7,5.4,Yes,8,9,47.0
4,8.8,No,4,8,70.0
6,7.1,No,5,0,58.0
8,8.1,No,9,6,74.0
9,4.0,No,4,0,34.0
6,7.7,No,7,0,66.0
9,7.4,No,9,8,73.0
4,9.0,No,5,9,72.0
6,4.6,No,8,9,34.0
8,8.4,No,9,5,80.0
9,5.2,Yes,5,0,49.0
3,8.8,No,4,6,69.0
2,4.0,Yes,7,2,16.0
6,5.3,No,9,9,46.0
4,6.8,Yes,4,3,50.0
1,9.7,No,4,3,67.0
8,4.2,Yes,6,7,37.0
9,8.5,No,4,0,78.0
9,6.3,No,9,7,62.0
2,4.0,No,7,8,18.0
9,8.7,Yes,8,6,83.0
7,4.9,No,6,0,42.0
5,5.2,Yes,4,6,36.0
7,7.5,Yes,9,5,64.0
9,4.8,Yes,5,4,47.0
8,5.3,Yes,6,4,48.0
6,7.5,Yes,7,0,63.0
4,4.9,No,5,5,31.0
1,7.9,Yes,7,3,54.0
6,6.2,Yes,5,0,46.0
3,7.4,Yes,8,7,53.0
6,9.4,Yes,7,7,86.0
6,4.6,No,5,3,34.0
4,8.1,No,7,6,66.0
2,7.4,No,6,2,53.0
9,4.1,Yes,7,7,32.0
2,5.4,Yes,9,6,32.0
3,4.8,Yes,7,4,26.0
1,8.6,No,5,4,59.0
7,5.6,Yes,7,8,45.0
1,7.8,No,8,5,54.0
9,9.1,Yes,4,5,89.0
1,5.7,Yes,6,1,35.0
5,5.4,No,9,4,40.0
7,5.7,Yes,5,3,49.0
3,6.3,No,7,9,46.0
9,6.2,Yes,7,2,63.0
8,5.1,No,7,8,43.0
3,6.2,Yes,6,6,44.0
5,6.0,Yes,9,3,48.0
7,6.5,Yes,4,8,53.0
4,4.7,Yes,8,8,32.0
5,6.9,Yes,9,6,58.0
3,7.3,No,8,4,50.0
9,4.1,No,9,8,39.0
9,4.4,Yes,5,6,41.0
7,7.0,No,4,8,61.0
2,7.2,No,4,2,49.0
7,9.3,No,6,8,84.0
7,4.3,No,9,0,32.0
5,4.5,Yes,7,4,32.0
9,6.2,No,4,1,60.0
3,8.4,No,9,0,67.0
4,5.8,Yes,7,2,46.0
1,8.2,Yes,6,6,56.0
6,8.4,Yes,9,2,74.0
4,4.7,Yes,9,9,28.0
1,7.8,Yes,5,9,52.0
2,5.2,Yes,9,8,28.0
3,4.0,Yes,5,2,18.0
9,4.5,Yes,7,5,45.0
8,4.6,No,7,1,41.0
7,8.7,Yes,4,7,78.0
4,6.6,No,6,9,48.0
1,5.4,Yes,5,4,26.0
8,9.1,Yes,4,1,86.0
4,7.3,No,8,6,56.0
3,9.7,Yes,4,2,77.0
9,9.6,Yes,7,4,95.0
4,6.2,No,8,8,47.0
4,8.7,No,4,0,62.0
9,8.8,No,9,1,87.0
2,6.3,No,6,4,40.0
5,5.4,No,5,3,35.0
4,7.4,No,9,0,60.0
9,4.3,Yes,8,6,41.0
5,8.3,Yes,6,8,67.0
9,7.6,Yes,4,0,70.0
9,5.6,Yes,9,7,55.0
2,7.0,Yes,7,8,54.0
9,7.7,No,7,1,72.0
3,4.9,No,6,0,26.0
4,9.3,Yes,7,5,77.0
1,8.9,No,5,6,67.0
1,6.6,Yes,6,1,39.0
1,8.1,No,6,4,54.0
9,4.5,Yes,7,4,43.0
8,9.5,Yes,6,6,89.0
5,4.5,Yes,4,0,28.0
5,9.1,No,8,9,80.0
9,5.4,No,9,7,51.0
3,4.3,Yes,8,4,23.0
3,9.6,No,9,2,79.0
7,8.7,Yes,7,8,77.0
9,9.3,Yes,5,2,89.0
6,9.5,No,5,6,80.0
2,7.9,Yes,7,9,57.0
1,4.6,Yes,7,6,20.0
2,9.0,Yes,6,9,68.0
1,9.7,No,5,7,71.0
9,8.8,Yes,8,9,88.0
8,9.2,Yes,7,7,85.0
7,8.4,Yes,8,3,77.0
3,8.6,Yes,9,0,66.0
8,6.5,No,8,3,61.0
2,9.7,Yes,5,5,74.0
2,7.0,Yes,9,9,48.0
3,4.1,No,8,5,18.0
7,6.7,No,6,5,59.0
1,8.1,No,6,6,55.0
8,5.2,No,5,0,47.0
7,5.7,No,6,9,52.0
4,6.9,No,7,0,50.0
5,9.4,Yes,9,6,77.0
1,5.0,Yes,5,3,25.0
4,5.2,No,9,5,35.0
1,9.0,Yes,8,5,65.0
1,6.3,No,7,8,40.0
1,9.6,Yes,5,1,70.0
7,6.8,No,8,3,61.0
7,9.5,No,8,3,89.0
4,9.3,Yes,8,6,77.0
2,4.4,No,8,0,22.0
3,7.4,Yes,8,4,55.0
8,5.8,No,5,3,52.0
8,9.4,No,6,1,88.0
6,5.2,Yes,8,4,44.0
9,4.4,No,7,8,39.0
9,8.3,Yes,5,7,80.0
4,5.3,Yes,4,8,35.0
1,7.7,Yes,6,6,52.0
1,6.1,Yes,7,9,34.0
5,4.8,Yes,8,6,33.0
2,8.8,No,5,1,64.0
6,7.9,No,5,2,65.0
7,6.5,Yes,8,9,55.0
1,8.4,No,7,7,58.0
6,4.4,Yes,5,1,29.0
8,6.8,No,9,6,65.0
5,9.3,Yes,6,5,80.0
7,6.1,No,7,9,55.0
6,8.8,Yes,8,3,78.0
4,4.2,No,7,3,22.0
7,6.7,Yes,9,2,53.0
9,7.7,Yes,7,5,77.0
7,5.3,No,4,2,41.0
5,8.6,Yes,8,8,69.0
7,5.3,Yes,6,3,47.0
3,8.2,No,8,3,64.0
2,5.0,No,4,1,28.0
5,4.8,Yes,8,1,35.0
4,7.7,Yes,8,6,63.0
5,8.6,Yes,6,4,71.0
8,8.3,Yes,4,2,78.0
4,4.5,No,8,5,32.0
9,4.0,Yes,9,5,40.0
7,6.4,Yes,8,0,55.0
7,5.5,No,5,2,42.0
8,9.1,No,8,4,88.0
6,5.4,Yes,6,6,43.0
8,7.3,No,5,3,66.0
3,5.6,No,9,7,33.0
1,4.2,No,9,2,12.0
6,4.2,Yes,9,5,32.0
1,7.6,Yes,4,5,48.0
9,5.6,Yes,9,8,56.0
2,9.4,No,7,3,73.0
2,8.8,Yes,6,6,65.0
7,9.1,Yes,4,9,83.0
2,7.7,Yes,5,0,53.0
8,4.0,No,7,0,39.0
6,4.6,Yes,4,1,32.0
7,6.5,Yes,6,3,55.0
7,8.6,Yes,5,5,76.0
6,7.8,Yes,6,3,69.0
9,5.8,No,6,5,54.0
9,9.1,Yes,5,1,89.0
7,9.3,Yes,9,8,87.0
9,6.9,No,8,2,66.0
3,8.2,No,6,6,65.0
3,9.4,No,9,0,71.0
1,5.3,No,5,7,27.0
5,5.2,No,6,3,38.0
4,5.9,Yes,8,4,43.0
2,6.5,No,5,6,38.0
9,6.6,No,4,2,59.0
3,6.4,No,4,8,44.0
8,4.8,Yes,9,8,39.0
6,8.0,Yes,4,7,67.0
5,8.7,Yes,7,0,70.0
1,5.1,No,6,1,24.0
4,4.9,Yes,6,1,31.0
3,4.5,No,5,2,24.0
1,8.9,No,7,1,61.0
5,7.3,Yes,6,0,59.0
6,9.8,Yes,5,4,87.0
2,9.1,Yes,8,5,68.0
3,8.0,No,6,6,62.0
6,5.8,Yes,9,9,50.0
4,4.5,Yes,6,6,27.0
9,4.1,Yes,8,1,36.0
5,5.4,Yes,8,6,43.0
4,5.6,Yes,6,1,35.0
2,5.5,No,8,1,29.0
6,6.7,No,5,5,56.0
2,6.0,Yes,6,5,41.0
7,4.7,No,6,7,37.0
3,4.9,No,4,4,26.0
9,4.9,No,9,4,46.0
5,8.9,Yes,6,9,75.0
8,4.9,No,4,0,40.0
6,4.8,Yes,8,3,36.0
8,6.7,No,9,0,62.0
3,6.3,Yes,9,9,47.0
3,5.8,No,8,4,39.0
5,7.2,No,5,7,57.0
3,4.3,Yes,4,0,20.0
8,9.5,Yes,6,2,87.0
8,4.2,No,4,0,31.0
2,8.1,Yes,8,5,57.0
4,5.1,Yes,8,9,37.0
1,5.7,Yes,5,0,29.0
4,6.2,Yes,9,9,48.0
4,5.9,No,9,2,41.0
9,4.5,Yes,8,4,43.0
3,9.2,No,4,4,70.0
2,7.3,No,9,1,54.0
9,8.1,Yes,6,2,77.0
9,4.1,Yes,6,8,40.0
1,6.9,Yes,4,0,39.0
6,4.8,Yes,5,0,38.0
8,6.6,No,6,1,61.0
3,8.1,No,4,7,59.0
9,7.3,Yes,4,5,68.0
2,7.9,No,8,3,59.0
6,6.3,Yes,9,6,55.0
1,8.8,No,8,5,63.0
7,5.6,No,9,8,47.0
3,6.8,No,5,5,49.0
7,7.5,Yes,5,1,64.0
4,8.9,Yes,5,2,72.0
9,5.1,No,4,8,46.0
5,7.0,Yes,4,6,55.0
3,8.8,Yes,8,5,73.0
8,4.8,No,6,4,41.0
6,5.8,Yes,9,2,50.0
2,8.5,Yes,9,3,61.0
3,8.5,No,5,0,60.0
8,5.6,No,9,4,52.0
7,4.1,No,7,6,31.0
6,7.9,No,5,1,66.0
1,4.4,Yes,9,7,16.0
9,9.8,Yes,8,9,93.0
3,7.8,No,9,5,59.0
5,9.3,No,4,9,78.0
7,8.7,Yes,8,2,79.0
7,5.5,Yes,8,1,50.0
3,5.6,Yes,8,7,38.0
4,9.3,No,7,3,80.0
7,6.6,No,7,6,58.0
8,4.6,No,9,6,44.0
2,9.1,No,5,9,70.0
9,4.7,Yes,9,8,45.0
7,4.7,No,9,9,40.0
8,6.2,No,9,7,57.0
6,7.1,Yes,4,7,61.0
6,8.2,No,8,6,72.0
9,8.6,Yes,6,9,83.0
4,5.7,No,5,4,36.0
5,7.7,Yes,5,8,61.0
9,9.3,Yes,8,6,90.0
1,5.1,Yes,5,2,22.0
4,5.4,No,8,5,35.0
7,6.7,No,5,2,59.0
9,9.4,No,9,5,89.0
6,7.7,No,4,7,66.0
8,8.9,No,5,8,88.0
9,9.5,No,5,1,91.0
4,7.0,Yes,6,5,53.0
1,9.1,No,4,2,64.0
8,4.8,No,9,6,40.0
2,4.7,Yes,4,3,24.0
1,8.5,Yes,4,4,59.0
7,5.8,No,5,9,49.0
9,9.0,Yes,7,5,85.0
9,4.7,No,5,7,47.0
3,7.3,Yes,8,1,54.0
6,9.6,No,6,3,82.0
7,4.3,Yes,4,3,31.0
9,7.0,Yes,8,5,67.0
2,7.7,No,9,3,58.0
8,4.2,No,8,4,36.0
7,7.4,Yes,7,4,66.0
4,5.8,Yes,4,7,39.0
2,8.2,Yes,5,3,61.0
8,6.8,Yes,4,5,64.0
5,4.9,No,6,6,31.0
6,5.1,Yes,4,7,39.0
7,8.5,Yes,8,8,78.0
1,6.9,No,8,9,43.0
8,6.9,No,5,7,62.0
4,9.9,No,5,3,80.0
9,5.7,No,5,3,51.0
1,6.3,No,9,9,40.0
2,7.1,No,6,4,48.0
6,4.8,Yes,9,2,38.0
1,8.6,Yes,9,1,61.0
4,6.3,Yes,9,1,42.0
8,6.5,No,4,8,57.0
5,4.2,No,7,7,26.0
9,6.2,Yes,4,5,58.0
6,5.0,Yes,5,8,40.0
1,4.9,No,6,4,26.0
6,8.9,No,9,9,78.0
6,7.5,Yes,4,0,62.0
6,9.9,Yes,8,7,90.0
8,5.2,Yes,9,2,50.0
6,6.8,Yes,4,8,57.0
5,7.7,Yes,8,0,62.0
2,9.8,No,4,2,74.0
4,9.2,Yes,4,0,74.0
5,5.2,Yes,9,0,40.0
4,9.6,No,4,5,81.0
2,6.5,Yes,5,3,45.0
7,5.9,No,8,9,50.0
2,4.4,No,6,3,17.0
1,5.9,Yes,7,4,31.0
5,5.3,Yes,9,2,40.0
1,8.4,No,8,1,61.0
1,5.3,No,5,9,26.0
1,4.7,No,8,7,20.0
6,8.7,Yes,6,6,73.0
9,5.2,Yes,9,9,55.0
1,6.3,Yes,8,3,37.0
5,5.4,Yes,5,1,35.0
9,9.0,Yes,9,8,90.0
9,4.0,No,5,7,36.0
1,6.1,Yes,9,3,38.0
8,7.3,Yes,7,4,65.0
1,8.9,No,6,9,66.0
8,9.0,Yes,7,5,88.0
1,7.9,Yes,4,3,53.0
5,4.2,Yes,5,1,27.0
8,9.4,No,7,4,90.0
6,6.5,No,5,0,50.0
9,5.3,Yes,9,6,49.0
1,9.7,Yes,5,8,71.0
9,8.0,Yes,4,2,72.0
1,4.7,No,5,5,21.0
3,8.8,No,9,8,73.0
1,9.4,Yes,9,3,68.0
3,9.4,Yes,7,5,74.0
2,9.5,Yes,6,2,72.0
2,5.5,Yes,8,8,38.0
9,8.1,No,7,6,78.0
8,6.0,No,4,6,55.0
1,4.9,Yes,8,3,24.0
4,9.6,No,5,5,72.0
1,6.4,No,7,7,38.0
1,9.5,Yes,8,5,73.0
4,7.7,Yes,7,5,60.0
2,6.1,Yes,5,3,38.0
3,8.8,Yes,9,7,74.0
9,8.7,No,7,9,86.0
2,8.6,Yes,4,7,62.0
4,9.3,Yes,8,8,80.0
1,8.5,Yes,8,5,62.0
2,4.3,Yes,8,1,22.0
5,4.3,No,7,3,28.0
1,6.9,Yes,5,3,41.0
7,4.1,Yes,7,7,34.0
4,6.8,No,7,4,52.0
6,8.2,Yes,9,3,71.0
8,7.5,Yes,8,7,68.0
6,6.0,Yes,5,2,47.0
2,9.9,No,6,1,73.0
1,6.0,Yes,5,3,33.0
8,8.7,Yes,7,0,83.0
8,6.0,Yes,4,0,48.0
9,4.3,No,5,4,39.0
6,4.0,Yes,8,0,29.0
1,6.5,Yes,4,3,36.0
9,9.5,Yes,6,7,94.0
3,9.0,No,6,7,73.0
6,4.1,No,4,1,28.0
9,4.8,Yes,6,2,49.0
3,9.4,Yes,4,2,73.0
5,9.6,No,7,0,83.0
5,8.4,Yes,4,2,73.0
7,5.7,No,7,7,50.0
4,8.7,No,8,5,74.0
4,8.7,No,8,4,71.0
7,9.6,Yes,6,9,92.0
9,8.1,No,9,8,78.0
4,8.0,No,9,6,64.0
4,5.0,Yes,4,5,37.0
6,6.4,Yes,7,4,49.0
6,6.5,Yes,8,4,53.0
7,9.7,No,8,9,95.0
1,7.5,No,8,8,50.0
3,8.1,Yes,6,9,62.0
9,7.4,No,8,5,74.0
6,7.7,Yes,9,3,70.0
6,4.2,Yes,5,3,29.0
5,9.8,Yes,6,3,81.0
3,8.0,Yes,4,5,58.0
5,7.4,Yes,5,0,57.0
1,8.9,No,6,8,61.0
3,7.9,No,6,1,56.0
4,6.1,Yes,7,1,44.0
5,4.7,No,5,4,30.0
9,5.4,No,5,3,53.0
4,8.4,Yes,9,2,67.0
3,4.6,No,5,4,21.0
1,5.8,No,8,6,35.0
6,7.9,Yes,9,9,77.0
7,8.1,No,8,1,72.0
8,5.6,No,9,5,52.0
1,4.0,No,4,3,15.0
4,8.4,No,9,1,67.0
5,6.8,No,4,0,55.0
2,9.7,Yes,9,7,73.0
1,5.2,Yes,4,4,25.0
8,9.5,Yes,8,9,90.0
6,8.7,Yes,9,1,74.0
5,6.8,Yes,7,7,53.0
9,8.0,No,9,2,79.0
2,8.1,No,4,6,59.0
8,4.5,Yes,6,1,40.0
9,4.4,Yes,8,6,39.0
1,7.3,Yes,7,3,49.0
7,5.0,No,6,9,41.0
8,4.8,No,6,0,39.0
3,7.7,No,8,4,57.0
4,7.9,No,9,3,66.0
3,8.0,No,5,7,59.0
7,4.8,No,7,0,40.0
9,4.7,Yes,9,1,47.0
3,8.3,No,8,4,65.0
6,9.7,Yes,5,9,86.0
8,7.9,Yes,8,9,75.0
6,4.2,No,8,1,30.0
2,5.2,No,6,0,26.0
7,5.8,No,9,5,49.0
2,7.3,No,8,9,52.0
2,7.1,No,9,3,47.0
2,8.8,No,5,4,64.0
1,5.5,No,6,2,28.0
1,7.5,No,5,9,48.0
7,5.7,Yes,5,5,47.0
5,5.3,Yes,6,3,37.0
3,6.9,No,9,5,54.0
1,4.1,Yes,5,4,18.0
6,5.2,No,4,1,37.0
1,6.6,Yes,9,3,41.0
9,9.8,Yes,8,1,96.0
2,9.2,No,6,4,69.0
1,9.1,No,6,2,64.0
7,5.6,No,9,5,48.0
6,7.0,Yes,4,4,59.0
6,5.4,Yes,4,1,39.0
5,9.6,No,4,9,80.0
4,5.9,Yes,4,7,38.0
4,4.4,No,7,5,26.0
3,4.6,Yes,6,8,27.0
8,5.7,No,5,2,50.0
7,9.5,Yes,6,3,89.0
9,5.0,No,6,7,45.0
1,7.1,No,6,6,42.0
7,8.9,No,4,7,80.0
4,6.6,Yes,4,8,48.0
7,6.5,No,7,7,59.0
1,7.6,Yes,9,7,53.0
5,8.4,No,6,5,72.0
3,6.7,No,8,1,46.0
5,8.9,No,9,6,75.0
4,4.1,Yes,7,3,25.0
2,5.9,Yes,4,2,36.0
4,4.3,Yes,6,3,24.0
3,5.2,No,4,3,31.0
1,6.3,Yes,9,2,39.0
8,8.7,No,5,8,81.0
5,7.7,No,4,2,63.0
4,9.7,No,4,1,81.0
5,7.9,No,7,0,63.0
4,8.7,No,5,0,69.0
3,8.4,Yes,9,4,66.0
5,9.4,Yes,8,4,80.0
4,6.8,No,8,8,52.0
1,9.7,No,8,3,68.0
3,7.5,Yes,6,4,57.0
8,4.1,No,8,5,37.0
7,8.0,No,6,9,68.0
